SMILES,molaff,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MinPartialCharge,PEOE_VSA2,NumRotatableBonds
C[N@@H+]1CCCC[C@H]1c2cccnc2,-5.1764,8.689143519,0.965708131,0.671989699,-0.331138761,4.983978521,2
COC(=O)CCCCCCC/C=C\C/C=C\CCCCC,0.5555,12.18115709,2.271504916,0.223894145,-0.468995428,4.794537184,16
OC[C@@H](O)COC(=O)CCCCCCCCCCCCCCC,-2.747,12.87691457,3.076160862,0.306981173,-0.462823382,4.794537184,20
OC[C@]1(O)[C@@H](O)[C@H](O)[C@@H](CO1)O,-4.7427,7.9575,3.61596301,0.290178193,-0.39065918,0,6
O=C1[C@H]([NH3+])CCO1,-5.444,11.10861111,1.738425926,0.380068847,-0.461033848,0,1
[O-]C(=O)c1ccc(cn1)CCCC,-3.7368,10.81233302,1.144497394,0.68444847,-0.543118785,4.983978521,5
[O-]C(=O)C/C(C)=C/C([O-])=O,-2.8451,10.36925926,1.680555556,0.419503577,-0.549818877,0,4
[O-]C(=O)CC(C([O-])=O)(O)CC([O-])=O,-3.5995,10.73638889,2.801782407,0.454904019,-0.550041816,0,6
OCC(=O)c1c[nH]c(c12)cccc2,-4.858,12.11603175,0.319886621,0.676583934,-0.388195527,4.794537184,3
CCOC(=O)c1cc(O)c(O)c(c1)O,-5.5661,12.01109363,0.814461491,0.486711789,-0.50414374,0,6
COC(C1=O)=CC(=O)C=C1OC,-5.0676,11.78935185,1.144428855,0.552460202,-0.492378685,9.589074368,4
[O-]C(=O)/C=C/C=C/C=C/C,-2.5514,10.30121851,1.127662037,0.41761764,-0.54546734,0,4
[O-]C(=O)CCc1cc(O)c(O)cc1,-5.2283,10.80771865,0.820776644,0.631527711,-0.550159506,0,5
OCc1cc(OC)c(cc1)OC,-4.4009,7.826365741,0.972553855,0.736512047,-0.492869954,0,6
CC(C)c1c(O)cc(C)cc1,-5.9151,8.053660242,0.998209562,0.652274036,-0.507654836,0,5
CC(C)=CCC[C@H](C)CC([O-])=O,-1.7033,11.12613205,1.888168462,0.58513813,-0.550160961,0,8
CC(C)(O)C=C,-2.1012,7.18287037,1.319907407,0.470778244,-0.386393911,0,4
[NH3+]CCC(=O)N[C@H](C([O-])=O)Cc1c[nH]c[nH+]1,-4.3945,12.43501244,0.156766669,0.461435916,-0.54788219,9.771540454,7
OC[C@@H]1[C@@H](O)[C@@H](O)[C@@H](O1)n(c(=O)[nH]2)ccc2=O,-4.4945,12.35095057,0.398909675,0.443510591,-0.393566854,14.3386401,5
CC(C)=CCO,-3.9938,7.18287037,1.33587963,0.470809199,-0.392297553,0,4
CC(C)=C1C(=O)C[C@H](C)CC1,-5.2214,12.63800926,1.80060941,0.487648056,-0.294547954,4.794537184,3
[O-]C(=O)CC[C@@H](C)[C@H]1CC[C@H]([C@@]12C)[C@H]3[C@H](CC2)[C@]4(C)[C@H](C[C@H]3O)C[C@H](O)CC4,-4.764,12.24088397,3.446668281,0.771390029,-0.550171676,0,9
OC[C@@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O1)Oc2ccc(O)cc2,-5.3304,8.444983229,0.9067497,0.457390965,-0.507962235,0,8
O1COc(c12)cc(C([O-])=O)c3c2c4c(cc3[N+]([O-])=O)c(OC)ccc4,-4.2198,12.00856056,0.684351852,0.407111205,-0.544784747,10.11431827,4
C1CCCCN1C(=O)/C=C/c(c2[O-])ccc(c23)OC(C)(C)[C@@H](OC(=O)CC(C)C)[C@@H]3[NH+]4CCCCC4,-1.627,15.41195709,1.155508246,0.481613561,-0.871622173,9.589074368,10
C1=CC(C)(C)Oc(c12)c(C(=O)CC([O-])=O)ccc2OC,-4.6417,12.81150569,1.130788927,0.609383571,-0.549677239,4.794537184,7
CC(=O)Nc1c(O)cc(cc1)OC,-5.7882,11.65381952,0.297217026,0.677052401,-0.505629301,4.794537184,5
c1cccc(c12)[nH]cc2Cc3c[nH]c(c34)cccc4,-4.6571,8.7913322,0.346426734,0.529941112,-0.360877914,0,2
CC(=O)Oc(c(c1)OC)c(OC)cc1C([O-])=O,-4.6626,11.68285525,1.340408636,0.542447995,-0.544810298,4.794537184,7
[O-]C(=O)/C=C/C=C/c(c1)ccc(c12)OCO2,-4.0727,10.59125018,0.513299845,0.552989523,-0.54546734,0,3
CC(=O)Oc(c1)c(OC(=O)C)cc(c1c23)oc2c4c(oc3=O)cc(cc4)OC(=O)C,-4.7867,13.1415386,0.652448875,0.283689696,-0.454846688,14.38361155,6
Oc1c(C)ccc(c12)C(=O)c3c(C2=O)cccc3,-5.1089,13.02084089,0.672255291,0.65420404,-0.506878763,9.589074368,2
c1cc(O)ccc1C(c2ccccn2)c3ccc(O)cc3,-3.4964,9.354280045,0.804520287,0.767623365,-0.507966636,4.983978521,5
COc1c(OC)cc(cc1OC)[C@@H]2[C@@H](C(=O)OC3)[C@H]3Cc(c4O)c2cc(c45)OCO5,-3.9036,13.77900713,1.070994078,0.763690666,-0.503956764,4.794537184,8
CSC[C@@H]1[C@@H](O)[C@@H](O)[C@@H](O1)n(cn2)c(c23)ncnc3N,-4.6224,8.788386243,0.10915171,0.68621227,-0.387483019,4.567099648,7
c1cncc(c2C)c1c(C)c3[nH]c(c4c23)cccc4,-4.9939,8.556656274,0.383883692,0.486410162,-0.354267035,4.983978521,2
CC(=O)Oc(cc1O)cc(c12)oc(c(c2=O)OC(=O)C)-c3cc(OC(=O)C)c(cc3)OC(=O)C,-3.4424,13.87688522,1.224802524,0.431951776,-0.506890047,23.97268592,10
CC(=O)C1=CC[C@H]([C@]12C)[C@H]3[C@@H](CC2)[C@@]4(C)[C@@H](CC3)C[C@@H](CC4)OC(=O)C,-4.4083,13.76373047,2.452433151,0.646104883,-0.462554528,9.589074368,6
COC(=O)c1c([O-])cc(O)cc1O,-2.2163,11.72568972,0.83084845,0.595882992,-0.871701616,0,4
CC(O1)(C)CCC(C2=O)=C1C(=O)c(c23)cccc3,-4.9158,13.13415249,0.917982319,0.702179813,-0.483286929,9.589074368,2
c1cccc(c1c23)[nH]c2c(C)[nH+]c4c3C(=O)CC(C)(C)C4,-4.3055,13.92179784,0.1977577,0.671229109,-0.34937304,4.794537184,3
C\C=C(C)\C(=O)O[C@H]1[C@H](OC(=O)/C(C)=C/C)C(C)(C)Oc2ccc(c3c12)ccc(=O)o3,-4.3448,13.9310038,1.224305823,0.406584848,-0.483234697,0,10
O=c1n(C)c(=O)[n-]c(c12)nncn2,-4.8511,11.69752315,0.010462963,0.464791286,-0.335142342,14.68775618,1
c1coc(c12)[nH]c3c(c2OC)ccc(=O)c3OC,-4.921,12.40245492,0.298687642,0.751587828,-0.495207561,4.794537184,4
CC(C)[C@@H](C1=O)Oc(c12)cc3c(c2)ccc(=O)o3,-3.6346,13.0021301,0.622316704,0.72260121,-0.481089981,4.794537184,3
C[C@@H]1OC=C(C(=O)OC)[C@H](C2)[C@H]1CN(CC3)[C@H]2c(c3c45)[nH]c4cccc5,-4.4035,13.4216857,0.146242323,0.801159949,-0.497392083,4.899909731,3
[O-]C(=O)CCn1c(=S)oc(c12)cccc2,-4.6605,10.92817938,0.283055556,0.729654781,-0.550100083,4.567099648,3
CC(=O)\C=C\C=C(C)\CCc1c(C)c(C)c(OC)cc1C,-3.8818,12.06746764,1.672655273,0.562055203,-0.496468105,4.794537184,12
C[C@@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O1)OC[C@@H]2[C@@H](O)[C@H](O)[C@H](O)[C@H](O2)Oc(cc3O)cc(c34)oc(cc4=O)-c5ccc(cc5)OC,-4.5196,13.83168934,1.135993725,0.178828158,-0.506893135,4.794537184,16
C1CC[N@@H+](CC2)[C@@H]3[C@@]1(CC)CC(C(=O)OC)=C4Nc(c5[C@]234)cccc5,-2.351,14.05310181,0.384713719,0.810478654,-0.465604335,0,4
Oc1cc(O)c2C(=O)C(C)(C)c(cc3O)c4c2c1C(=O)c5c(O)cc(C)c3c45,-4.8521,14.38590944,0.753387188,0.372311567,-0.507288496,9.589074368,7
C1CCN(C1=2)Cc3c([NH+]2)cccc3,-1.6946,8.279837963,0.12090514,0.601020342,-0.261130865,4.899909731,0
C1C[N@@H+](C)Cc2ccc(OC)c(c2[C@]134)O[C@H]3C[C@@H](O)C=C4,-4.6654,9.222551965,1.381779101,0.736803287,-0.49285722,0,4
CCOc(cc1)ccc1C(=O)OCC[C@@H]2CCC[N@@H+]([C@H]23)CCCC3,-4.8724,13.37112124,1.415121862,0.813754529,-0.493889298,0,7
c1cccc(c12)[nH]c([O-])cc2=O,-4.7847,11.70581633,0.149722222,0.613152237,-0.860112473,4.794537184,0
CCCCCc1cc(O)cc(c1)O,-4.6407,8.072337963,0.966719616,0.699320927,-0.507812712,0,7
c1coc(c12)[nH+]c3c(c2OC)cccc3OC,-3.9738,8.251113946,0.378687642,0.67876521,-0.494823533,0,4
CC(=O)C1=C(C)C[C@H]([C@]12C)[C@H]3[C@@H](CC2)[C@]4(C)C(=CC3)C[C@@H](CC4)OC(=O)C,-3.5075,14.02405133,2.526011193,0.482939511,-0.462223591,9.589074368,7
OCc1c(CO)c[nH+]c(C)c1[O-],-3.5267,12.30669596,0.189442082,0.587540974,-0.867994864,0,5
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]([C@]12C)[C@H]3[C@@H](CC2)[C@@]4(C)[C@@H](CC3)CC(=O)CC4,-5.2305,14.67487341,2.789282551,0.746581498,-0.457741927,14.38361155,7
C1CCC[C@@H]2C[C@H]([C@]3(C)[C@@]12C(=O)C)[C@H]4[C@@H](CC3)[C@]5(C)[C@](O)([C@@H](C)C4)C[C@@H](O)CC5,-4.9505,15.34111848,3.672148526,0.639388268,-0.393016633,4.794537184,7
C1CCC[C@@H]2C[C@H]([C@]3(C)[C@@]12C(=O)C)[C@H]4[C@@H](CC3)[C@]5(C)C(=CC4)C[C@@H](O)CC5,-5.1451,15.14694745,2.691594886,0.60244279,-0.392796685,4.794537184,5
c1cc(O)c(OC)cc1C(=O)O[C@@H]2C[C@@H](CC3)C(C)(C)[C@]23C,-4.8134,13.67916336,1.225983354,0.863606652,-0.504254296,0,8
[O-]C(=O)CCCCCCCCCCCCCCCCC,1.8196,11.25460552,3.054116419,0.374007603,-0.550171861,0,17
CC[C@@]1(O)C(=O)OCc(c2=O)c1cc3n2Cc(c34)cc5c(n4)ccc(c5)O,-4.8855,13.92812043,0.135019133,0.499432745,-0.507941552,4.794537184,4
c1cc(O)cc(c2CC)c1nc(c23)c4n(C3)c(=O)c5c(c4)[C@@](O)(CC)C(=O)OC5,-2.6278,14.23106886,0.04448767,0.507959828,-0.507941373,4.794537184,6
[NH3+]CCCCC[NH3+],-5.3843,7.519583333,2.998794643,0.413951456,-0.357560838,0,6
COc1c(OC)cc(CC[NH+](C)C)c(c12)ccc3c2cc(OC)c(c3)OC,-4.0296,8.946866575,1.113220348,0.649569839,-0.492846568,0,13
COc1c(OC)cc(CC[N@@H+]2C)c3[C@@H]2Cc(c4c13)cc(OC)c(c4)OC,-3.8027,9.602657313,1.33679469,0.910533727,-0.492858787,0,9
C1[C@@H](O)C(C)(C)Oc2ccc(c3c12)ccc(=O)o3,-3.1727,11.98293261,0.700534297,0.720771399,-0.484719827,0,3
CCOC(=O)c1c(O)cc(cc1)OC,-4.7432,12.09435103,0.979044824,0.745456995,-0.506908492,0,6
Cc1cc(OC)c(O)c(c1)OC,-3.0945,7.780396353,0.995138889,0.730266529,-0.501699485,0,6
[O-]C(=O)CCCC[C@H]1CCSS1,-3.845,10.86738944,0.006313303,0.502937038,-0.550171861,0,5
COC(=O)c1cc(O)c(O)cc1,-5.7931,11.61194397,0.707931784,0.482261579,-0.504259584,0,4
COC(=O)[C@H]([NH3+])C(C)C,-4.3692,11.90194444,2.486342593,0.511247163,-0.464619104,0,6
CC(C)[C@@H](C([O-])=O)NC(=O)CC(C)C,-2.2525,12.6380924,1.491226852,0.67469363,-0.547886535,4.794537184,9
Cc1c(C)nc(C)c(n1)C,-3.9852,7.277826909,1.035532407,0.542277001,-0.254694328,9.967957042,4
c1cc(O)ccc1C[C@@H](C2=O)COc(c23)cc(O)cc3,-5.4288,13.42182855,0.848695946,0.879641069,-0.507966645,4.794537184,4
CC[C@@]1(O)C(=O)OCc(c2=O)c1cc3n2Cc(c34)cc5c(n4)cccc5OC,-5.325,14.0221968,0.079838553,0.537327837,-0.496053612,4.794537184,5
Oc1cc(O)cc([O-])c1C(=O)CCc2ccc(O)cc2,-6.1444,13.0030091,0.882543286,0.735821513,-0.871790078,4.794537184,7
O=C1C[C@@H](C)CCCCCCCCCCCC1,-4.5663,13.49158187,3.256343039,0.561118664,-0.299706647,4.794537184,1
CC(=O)NCCC(=O)N[C@H](C([O-])=O)Cc1c[nH+]c[nH]1,-1.802,12.66314642,0.192193397,0.490727526,-0.54788219,14.56607764,8
CC(C)=CCC/C(C)=C/CC[C@@](C)(O)C=C,-0.7667,8.235391209,1.817487288,0.63309353,-0.386091503,0,12
C[C@@H]1[NH2+]CCc(c12)cc(O)c(c2)OC,-5.1597,8.422536376,1.127404573,0.686695609,-0.504247711,0,4
c1ccc(=O)n(c12)C[C@@H]3C[C@H]2C[NH2+]C3,-5.2259,12.61133267,0.202523148,0.591290824,-0.345410486,4.794537184,0
CC(C)[C@@H](CC)CC[C@@H](C)[C@H]1CC[C@H]([C@@]12C)[C@H]3[C@@H](CC2)[C@]4(C)C(=CC3)C[C@H](O)CC4,-2.9099,10.25673304,2.821132634,0.436095642,-0.392796685,0,13
CN1[C@H]2C[C@@H](C[C@@H]1[C@@H](O3)[C@H]23)OC(=O)[C@@H](CO)c4ccccc4,-4.3288,13.7306896,0.465492447,0.661809394,-0.461720049,9.694446915,6
C1C(=O)C[C@H]([N@H+]2C)CC[C@@H]12,-3.0345,12.22981009,2.129166667,0.4762854,-0.331773849,4.794537184,1
C=CCc1cc(O)c(O)cc1,-5.0234,7.738125,0.701823507,0.498403688,-0.504259891,0,4
CC(C)CCC[C@H](C)CCC[C@H](C)CCC[C@](C)(CC1)Oc(c12)c(C)c(C)c(O)c2C,-3.1216,9.168843287,1.915673182,0.358643944,-0.507381418,0,21
C=CCc1cc(O)c(cc1)OC,-4.3093,7.842291667,0.90773904,0.693279663,-0.504247881,0,5
c1cccc(O)c1C[N@@H+](C)[C@H](c2c3ccc(c(=O)c2)OC)CCc(c34)cc(OC)c(OC)c4OC,-1.9862,14.34655547,1.304378009,0.543333337,-0.507441034,4.794537184,13
[O-]C(=O)[C@@H]([NH3+])CCC[C@H](C([O-])=O)[NH3+],-2.7507,11.17475505,3.028167517,0.43250485,-0.54389731,0,8
OC[C@@H](O)[C@H](C1=O)OC([O-])=C1O,-3.0599,11.65472836,1.273652211,0.423975444,-0.596324456,4.794537184,5
O=C(O1)C=C([C@]123)C=C[C@H](C3)N4[C@@H]2CCCC4,-3.1118,12.29674583,0.273726852,0.574441031,-0.449233393,4.899909731,0
C/C=C/c1ccc(cc1)OC,-4.5029,7.734074074,0.70924367,0.626215555,-0.496767824,0,4
COC(=O)[C@@H]([C@@H](O)CC1)[C@@H](C2)[C@H]1C[N@H+](CC3)[C@@H]2c(c3c45)[nH]c4cccc5,-2.9936,13.8868638,0.323014338,0.674323043,-0.468712759,4.794537184,3
COc1c(OC)ccc(c2)c1c[n+](CC3)c2c(c4)c3cc(c45)OCO5,-5.4515,8.973259165,0.25285667,0.674490557,-0.492840781,0,4
O=C(O1)[C@@H](C)[C@H](CC2)[C@H]1[C@H]([C@@]23C)[C@](C)(O)C=CC3=O,-4.3883,13.65726864,1.976470183,0.672930528,-0.461369384,9.589074368,4
C=C[C@H]([C@H]12)C[N@H+](CC2)[C@@H](C1)[C@@H](O)c3ccnc(c34)cccc4,-2.2403,9.398948885,0.899497323,0.846678678,-0.38214159,4.983978521,4
[O-]C(=O)[C@@H]([NH3+])Cc1c[nH]c(c12)ccc(c2)O,-4.4788,11.47343259,0.107988001,0.603284885,-0.543888667,0,5
[O-]C(=O)C1=C[C@@H](O)[C@@H](O)[C@@H](C1)O,-5.7627,11.00903959,1.565115741,0.395943283,-0.545175625,0,4
C1CC[NH2+][C@H](C1=2)[C@H]3CC(C2)[C@@H]4[N@H+](C3)CCCC4,-6.2926,9.190072279,2.127309146,0.538396945,-0.339905362,0,0
c1c(O)c(O)cc(C2)c1[C@@H]([C@@]23O)c4c(OC3)c(O)c(O)cc4,-4.6876,9.413817082,0.880477264,0.469461336,-0.504253051,0,5
C1CC[C@H]2CN(C(=O)CCC3)[C@H]3[C@H]([C@H]2[N@@+]14[O-])CCC4,-5.6748,14.95121626,1.136842404,0.495118988,-0.632570623,4.794537184,0
Cc1coc(c12)c3c(C(=O)C2=O)c4c(cc3)C(C)(C)CCC4,-5.7727,13.52895881,0.934872921,0.682420692,-0.463249424,9.589074368,3
C1CC[C@](C([O-])=O)(C)[C@@H]([C@]12C)CC=C3[C@@H]2CCC(=C3)C(C)C,-4.0835,13.20978738,2.301107804,0.776464161,-0.549556911,0,6
CC(C)c1cc(O)c(=O)ccc1,-4.1339,11.87388983,1.169513889,0.687627935,-0.504114725,4.794537184,4
CC(C)=CCC[C@](C)(C=C)OC(=O)CC,0.2658,12.53306563,1.944054312,0.494038978,-0.455110191,4.794537184,10
C1C[N@H+]([C@H]2C3)CC(=C\C)\[C@H]3C(C=O)=C4Nc(c5[C@]124)cccc5,-4.5553,13.16004078,0.085496977,0.606709687,-0.357359574,4.794537184,2
c1ccccc1[C@@H](CO)C(=O)O[C@H](C2)C[C@H]([N@H+]3C)C[C@@H]([C@@H]23)O,-6.1371,13.82808504,1.137748906,0.655088083,-0.461343815,4.794537184,7
CCC[C@@H](C[N@H+]1C)C[C@H]1C(=O)N[C@H]([C@@H](C)O)[C@@H]2[C@H](O)[C@H](O)[C@@H](O)[C@H](O2)SC,-4.3311,14.92652549,1.192577086,0.281154894,-0.391173551,4.794537184,15
Oc1c(C)c([O-])c(C(=O)C)c(c1[C@]23C)OC2=CC(=O)C(=C3[O-])C(=O)C,-3.3786,13.75678205,1.420386432,0.604519738,-0.873966042,14.38361155,7
[O-]C(=O)CC[C@@H](C)[C@H]1CC[C@H]([C@@]12C)[C@H]3[C@H](C[C@@H]2O)[C@]4(C)[C@H](CC3)C[C@H](O)CC4,-4.883,12.2531169,3.451834835,0.771390029,-0.550171676,0,9
C[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O1)OC[C@H]2[C@H](O)[C@@H](O)[C@@H](O)[C@@H](O2)Oc(cc3O)cc(c34)oc(cc4=O)-c5cc(O)c(cc5)OC,-4.461,13.87981819,1.175577058,0.159015734,-0.506893135,4.794537184,17
COc1c(OC)ccc(c12)cc3c4c(CC[n+]3c2)cc(OC)c(c4)OC,-3.7228,9.019555461,0.106589309,0.675154532,-0.492858721,0,8
COc(cc1)c(OC)cc1[C@H]2OC[C@@H]([C@@H]23)[C@H](OC3)c4cc(OC)c(cc4)OC,-3.9444,9.363310776,1.409266269,0.752830673,-0.49286995,0,10
[NH3+]CC(=O)NCC([O-])=O,-1.5172,11.21923611,0.909768519,0.410356381,-0.548217791,4.794537184,4
[O-]C(=O)[C@@H]([NH3+])CC[NH2+]CC,-4.4867,11.11963353,2.93442602,0.392465213,-0.543894469,0,7
O[C@H]1[C@H](O)[C@@H](CO)O[C@@H]2[C@@H]1OC(=O)c(c23)cc(O)c(c3O)OC,-2.08,13.04771707,1.20728584,0.422366973,-0.50413848,0,8
c1cc(O)ccc1/C=C\c2cc(cc(c2)O)O[C@H](O3)[C@H](O)[C@@H](O)[C@H](O)[C@H]3CO,-2.504,8.767207755,0.867035142,0.404512253,-0.507966251,0,11
Cc1c([O-])ccoc1=O,-4.1793,11.12956019,0.920625,0.490837772,-0.872029496,0,1
CC(=O)O[C@@H]1CC[C@H]([C@@]12C)[C@H]3[C@@H](CC2)[C@]4(C)[C@@H]([C@H](C3)O)CC(=O)CC4,-4.9105,13.61397273,2.910378521,0.736776018,-0.461972439,9.589074368,5
O1C[C@H](C)CC[C@@]12[C@@H](C)[C@@H]3[C@]4(C)[C@@H](C[C@@H]3O2)[C@H]5[C@H](CC4)[C@]6(C)[C@@](O)([C@@H](C)C5)C[C@H](O)CC6,-4.1013,10.45135325,3.950052973,0.539907947,-0.393016633,0,7
CC(C)C[C@H](NC1=O)C(=O)N([C@@H]12)CCC2,-3.699,13.26885629,0.752323791,0.722140905,-0.342496032,9.589074368,4
OC/C=C(C)\CC[C@H]1[C@](C)(O)CC[C@H]([C@@]12C)C(C)(C)CCC2,-5.5503,9.880060705,2.47396496,0.739103218,-0.392297371,0,11
CC(=O)N(C1)C[C@H]2C[C@@H]1Cn(c23)c(=O)ccc3,-5.5162,12.75294958,0.273956916,0.664134606,-0.341925301,9.589074368,1
[NH3+]C[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H](O1)O[C@H]([C@@H]([NH3+])C[C@H]2[NH3+])[C@H](O)[C@H]2O[C@H](O3)[C@@H](O)[C@H]([NH3+])[C@@H](O)[C@@H]3CO,-5.3147,9.504757653,3.644935794,0.166688784,-0.393563652,0,17
CC(C)(O)[C@H](O1)CC[C@@]1(C)[C@@H](CC2)[C@H]([C@@]23C)CC[C@H]4[C@@]3(C)CC[C@@H]5[C@]4(C)CC[C@@H](O)C5(C)C,-3.6664,10.70119895,3.958675908,0.479537879,-0.392562008,0,12
CC(O1)(C)CCc(c2O)c1nc(c23)cccc3,-4.1726,8.382234977,0.580284864,0.754589074,-0.50674986,0,3
[O-]C(=O)c1ccc(cn1)CCC,-4.2103,10.72524624,1.079634354,0.649256307,-0.543118785,4.983978521,4
[O-]C(=O)[C@@H](C1)[NH2+]Cc(c1c23)[nH]c2cccc3,-5.6351,11.65520886,0.130247071,0.635214609,-0.543887632,0,1
c1ccccc1\C=C\C(=O)NCCCCNC(=O)c2ccccc2,-3.7866,12.96234391,0.901807863,0.579619383,-0.352553213,9.589074368,8
C1=CC(C)(C)Oc(c12)cc(OC)c(c2)OC,-3.969,8.21,0.832160336,0.766618744,-0.492842333,0,6
CC(C)C[C@H](C1=O)NC(=O)CN1,-4.7306,12.27225907,0.773157124,0.594664969,-0.345252299,9.589074368,4
COc1c(OC)ccc(c2=O)c1[nH]c(c23)occ3,-5.0638,12.85033222,0.298687642,0.751902317,-0.492782588,4.794537184,4
Oc1cccc(c12)C(=O)C(=O)C=C2[O-],-3.9066,11.77914966,0.642962963,0.575923882,-0.871853474,9.589074368,1
O1COc(c12)ccc(c2)-c(cc3)nc(c34)cccc4,-4.4599,8.316049278,0.281495523,0.659564784,-0.453595055,0,1
OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H](O1)Oc(cc2)ccc2-c(c3=O)coc(c34)cc(O)cc4O,-3.1618,13.71423208,0.842360409,0.331026755,-0.507678171,4.794537184,10
CC(C)(O)[C@H](O)COc(c1OC)ccc(c2OC)c1[nH+]c(c23)occ3,-2.6547,8.585768967,0.046747331,0.706646944,-0.49482349,0,12
CC(=O)[C@H]1CC[C@@H]([C@@]12C)[C@H]3[C@@H](C(=O)C2)[C@]4(C)C(CC3)=CC(=O)CC4,-4.5756,15.02670871,2.267564751,0.733265483,-0.299693479,14.38361155,4
C=C1CC[C@@H](C(=C)C(=O)O2)[C@H]2[C@@H]3[C@H]1C[C@@H](O4)[C@]34C,-4.7286,12.76770944,1.636578798,0.284611914,-0.457928306,0,1
OCC[N@@H+](C1)C[C@@H]2C[C@H]1Cn(c23)c(=O)ccc3,-5.6896,12.88182572,0.359723876,0.679318626,-0.390516259,4.794537184,3
CC1(C)[C@H](O1)Cc2c(OC)ccc(c23)ccc(=O)o3,-4.4036,12.12215908,0.825014645,0.628261743,-0.496330686,0,6
O=C1O[C@@H](C)CCC[C@@H](O)CCC\C=C\c(c12)cc(O)cc2O,-3.432,13.62965553,1.294475812,0.637990783,-0.507799736,0,4
CC(=O)c1c([O-])cc(C)oc1=O,-4.6399,11.57685185,1.176303855,0.560899817,-0.871715187,4.794537184,3
[NH3+]CCC(=O)N[C@@H](C([O-])=O)Cc1c[nH]c[nH+]1,-3.8787,12.43501244,0.156766669,0.461435916,-0.54788219,9.771540454,7
[O-]C(=O)c1c(C)c(c([O-])c(C=O)c1O)OC(=O)c(c(O)c2C([O-])=O)c(C)cc2OC,-3.973,13.36319559,1.587135348,0.316877504,-0.869371881,4.794537184,11
OC[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O1)Oc2ccc(O)cc2,-4.861,8.444983229,0.9067497,0.457390965,-0.507962235,0,8
CC(=O)[C@H]1CC[C@@H]([C@@]12C)[C@H]3[C@@H]([C@@H](C2)O)[C@]4(C)C(CC3)=CC(=O)CC4,-4.5903,13.92789149,2.314295666,0.797486987,-0.39277466,9.589074368,5
CC(C)=CCc(c(O)cc1O)c(c12)O[C@@H](CC2=O)c3ccccc3,-5.1493,13.69569208,0.979677903,0.82553861,-0.507374534,4.794537184,7
c1cc(O)c(OC)cc1C(=O)O[C@@H](C2)[C@@H](C(C)C)[C@@H](O)/C=C(\C)CC/C=C2\C,-2.0625,14.27880807,1.408301583,0.580615362,-0.504254296,0,11
C[NH2+]CCCCc1c[nH+]c(C)c2[nH]c(c3c12)cccc3,-4.8795,8.711777683,0.126900974,0.665305792,-0.349384982,0,7
O=C1C(=O)C=C([O-])c(c12)cccc2[O-],-4.6955,11.60803855,0.726296296,0.500318447,-0.871941522,9.589074368,0
O[C@H]1CC[C@H]([C@@]12C)[C@H]3[C@H](CC2)[C@]4(C)[C@@H](CC3)CC(=O)CC4,-5.5647,13.44370567,2.81227093,0.732972735,-0.392551425,4.794537184,3
OC[C@@H]1[C@@H]([NH3+])[C@H](O)[C@H](O)[C@H](O1)O[C@H]([C@H]([C@H]2O)[NH2+]C)O[C@@H]([C@@H]23)C[C@@H]([NH3+])[C@H](O3)O[C@H]4[C@H](O)[C@H](O)[C@H]([NH3+])C[C@H]4[NH3+],-4.9403,9.524531049,3.657210595,0.149075264,-0.393414503,0,17
CC(=O)[C@H]1CC[C@@H]([C@@]12C)[C@H]3[C@H](C(=O)C2)[C@]4(C)[C@@H](CC3)C[C@@H](CC4)OC(=O)C,-3.9845,15.41869263,2.865203904,0.674507063,-0.462554525,14.38361155,6
c1cccc(N)c1C(=O)O[C@]([C@H]2C3)(CC[C@@H]4OC)C[N@H+](CC)[C@@H]5[C@H]3[C@](O)([C@@]6([C@@H]7[C@@]245)O)C[C@H](OC)[C@@H](C7)[C@@H]6OC,-2.8024,15.42721344,0.887092492,0.300869999,-0.449066628,0,13
CC(C)=CCc(c1O)c(O)cc(c12)O[C@@H](CC2=O)c3ccccc3,-2.1611,13.69569208,0.93886878,0.82553861,-0.507374535,4.794537184,7
c1cccc(c12)n(C)c(cc2=O)-c(c3)ccc(c34)OCO4,-5.2908,13.06484969,0.283351285,0.687355405,-0.453595055,4.794537184,2
c1c(=O)c(N)ccc2c1[C@@H]([NH2+]C)CCc(c23)cc(OC)c(OC)c3OC,-4.9069,13.58036815,0.638906917,0.865898341,-0.492703839,4.794537184,9
CC(=O)O[C@@H](CC1)C(C)(C)[C@H]([C@@]12C)CC[C@](C)(O)[C@H]2COc(cc3)cc(c34)oc(=O)cc4,-3.9119,13.18647932,1.073057727,0.545294343,-0.493029422,4.794537184,10
[O-]C(=O)[C@@H]([NH3+])CCCCNc(c(=O)c1)ccc2c1[C@@H]([NH2+]C)CCc(c23)cc(OC)c(OC)c3OC,-4.7477,14.65081531,1.309791271,0.37557565,-0.54389731,4.794537184,16
CC(C)=CCC(=C1[O-])C(=O)C(=O)c(c12)cccc2,-3.9661,12.89720002,0.919141822,0.586440607,-0.871748231,9.589074368,4
